Evaluation,Model,Parameter,Accuracy
1,PosNeg,,0.717741935483871
1,Mean,,0.5887096774193548
2,PosNeg,,0.7056451612903226
2,Mean,,0.6129032258064516
3,PosNeg,,0.7151898734177216
3,Mean,,0.6455696202531646
4,PosNeg,,0.726027397260274
4,Mean,,0.6883561643835616
5,PosNeg,,0.7419354838709676
5,Mean,,0.689516129032258
