Evaluation,Model,Parameter,Accuracy
1,ANN,"neuron2=100, learning_rate=decrease, use_transfer_learning=True, use_svm=True, model=1, neuron1=100, layers=3",0.6451612903225806
1,ANN,"neuron2=100, learning_rate=decrease, use_transfer_learning=True, use_svm=False, model=1, neuron1=100, layers=3",0.6451612771038086
1,ANN,"neuron2=100, use_transfer_learning=True, use_svm=True, learning_rate=clr, model=1, neuron1=100, layers=3",0.7016129032258065
1,ANN,"neuron2=100, use_transfer_learning=True, learning_rate=clr, use_svm=False, model=1, neuron1=100, layers=3",0.6451612771038086
1,ANN,"neuron2=100, learning_rate=decrease, use_svm=True, model=1, neuron1=100, layers=6, use_transfer_learning=True",0.6451612903225806
1,ANN,"neuron2=100, learning_rate=decrease, use_svm=False, model=1, neuron1=100, layers=6, use_transfer_learning=True",0.6451612771038086
1,ANN,"neuron2=100, use_svm=True, learning_rate=clr, model=1, neuron1=100, layers=6, use_transfer_learning=True",0.7983870967741935
1,ANN,"neuron2=100, learning_rate=clr, use_svm=False, model=1, neuron1=100, layers=6, use_transfer_learning=True",0.7943548603403954
1,ANN,"neuron2=100, learning_rate=decrease, use_svm=True, layers=8, model=1, neuron1=100, use_transfer_learning=True",0.6451612903225806
1,ANN,"neuron2=100, learning_rate=decrease, layers=8, use_svm=False, model=1, neuron1=100, use_transfer_learning=True",0.6451612771038086
1,ANN,"neuron2=100, use_svm=True, learning_rate=clr, layers=8, model=1, neuron1=100, use_transfer_learning=True",0.8306451612903225
1,ANN,"neuron2=100, learning_rate=clr, layers=8, use_svm=False, model=1, neuron1=100, use_transfer_learning=True",0.8427419458185472
1,ANN,"learning_rate=decrease, use_transfer_learning=True, use_svm=True, neuron2=200, model=1, neuron1=100, layers=3",0.6451612903225806
1,ANN,"learning_rate=decrease, use_transfer_learning=True, use_svm=False, neuron2=200, model=1, neuron1=100, layers=3",0.6451612771038086
1,ANN,"use_transfer_learning=True, use_svm=True, learning_rate=clr, neuron2=200, model=1, neuron1=100, layers=3",0.6975806451612903
1,ANN,"use_transfer_learning=True, learning_rate=clr, use_svm=False, neuron2=200, model=1, neuron1=100, layers=3",0.6451612771038086
1,ANN,"learning_rate=decrease, use_svm=True, neuron2=200, model=1, neuron1=100, layers=6, use_transfer_learning=True",0.6451612903225806
1,ANN,"learning_rate=decrease, use_svm=False, neuron2=200, model=1, neuron1=100, layers=6, use_transfer_learning=True",0.6451612771038086
1,ANN,"use_svm=True, learning_rate=clr, neuron2=200, model=1, neuron1=100, layers=6, use_transfer_learning=True",0.8064516129032258
1,ANN,"learning_rate=clr, use_svm=False, neuron2=200, model=1, neuron1=100, layers=6, use_transfer_learning=True",0.810483884907538
1,ANN,"learning_rate=decrease, use_svm=True, layers=8, neuron2=200, model=1, neuron1=100, use_transfer_learning=True",0.6451612903225806
1,ANN,"learning_rate=decrease, layers=8, use_svm=False, neuron2=200, model=1, neuron1=100, use_transfer_learning=True",0.6451612771038086
1,ANN,"use_svm=True, learning_rate=clr, layers=8, neuron2=200, model=1, neuron1=100, use_transfer_learning=True",0.8387096774193548
1,ANN,"learning_rate=clr, layers=8, use_svm=False, neuron2=200, model=1, neuron1=100, use_transfer_learning=True",0.8427419458185472
1,ANN,"learning_rate=decrease, neuron1=128, use_transfer_learning=True, use_svm=True, model=1, neuron2=100, layers=3",0.6451612903225806
1,ANN,"learning_rate=decrease, neuron1=128, use_transfer_learning=True, use_svm=False, model=1, neuron2=100, layers=3",0.6451612771038086
1,ANN,"neuron1=128, use_transfer_learning=True, use_svm=True, learning_rate=clr, model=1, neuron2=100, layers=3",0.7016129032258065
1,ANN,"neuron1=128, use_transfer_learning=True, learning_rate=clr, use_svm=False, model=1, neuron2=100, layers=3",0.6451612771038086
1,ANN,"learning_rate=decrease, neuron1=128, use_svm=True, model=1, neuron2=100, layers=6, use_transfer_learning=True",0.6451612903225806
1,ANN,"learning_rate=decrease, neuron1=128, use_svm=False, model=1, neuron2=100, layers=6, use_transfer_learning=True",0.6451612771038086
1,ANN,"neuron1=128, use_svm=True, learning_rate=clr, model=1, neuron2=100, layers=6, use_transfer_learning=True",0.7943548387096774
1,ANN,"neuron1=128, learning_rate=clr, use_svm=False, model=1, neuron2=100, layers=6, use_transfer_learning=True",0.7903225924218855
1,ANN,"learning_rate=decrease, neuron1=128, use_svm=True, layers=8, model=1, neuron2=100, use_transfer_learning=True",0.6451612903225806
1,ANN,"learning_rate=decrease, neuron1=128, layers=8, use_svm=False, model=1, neuron2=100, use_transfer_learning=True",0.6451612771038086
1,ANN,"neuron1=128, use_svm=True, learning_rate=clr, layers=8, model=1, neuron2=100, use_transfer_learning=True",0.8266129032258064
1,ANN,"neuron1=128, learning_rate=clr, layers=8, use_svm=False, model=1, neuron2=100, use_transfer_learning=True",0.834677433534976
1,ANN,"learning_rate=decrease, neuron1=128, use_transfer_learning=True, use_svm=True, neuron2=200, model=1, layers=3",0.6451612903225806
