Evaluation,Model,Parameter,Accuracy
1,ANN,"model=1, learning_rate=decrease, use_transfer_learning=True, neuron2=100, neuron1=100, layers=3, use_svm=True",0.6451612903225806
1,ANN,"model=1, learning_rate=decrease, use_transfer_learning=True, neuron2=100, neuron1=100, layers=3, use_svm=False",0.6451612771038086
1,ANN,"learning_rate=clr, model=1, use_transfer_learning=True, neuron2=100, neuron1=100, layers=3, use_svm=True",0.6975806451612903
1,ANN,"learning_rate=clr, model=1, use_transfer_learning=True, neuron2=100, neuron1=100, layers=3, use_svm=False",0.6451612771038086
1,ANN,"model=1, learning_rate=decrease, use_transfer_learning=True, neuron2=100, neuron1=100, layers=6, use_svm=True",0.6451612903225806
1,ANN,"model=1, learning_rate=decrease, use_transfer_learning=True, neuron2=100, neuron1=100, layers=6, use_svm=False",0.6451612771038086
1,ANN,"learning_rate=clr, model=1, use_transfer_learning=True, neuron2=100, neuron1=100, layers=6, use_svm=True",0.7943548387096775
1,ANN,"learning_rate=clr, model=1, use_transfer_learning=True, neuron2=100, neuron1=100, layers=6, use_svm=False",0.7903225806451613
1,ANN,"layers=8, model=1, learning_rate=decrease, use_transfer_learning=True, neuron2=100, neuron1=100, use_svm=True",0.6451612903225806
1,ANN,"layers=8, model=1, learning_rate=decrease, use_transfer_learning=True, neuron2=100, neuron1=100, use_svm=False",0.6451612771038086
1,ANN,"layers=8, learning_rate=clr, model=1, use_transfer_learning=True, neuron2=100, neuron1=100, use_svm=True",0.8508064516129032
1,ANN,"layers=8, learning_rate=clr, model=1, use_transfer_learning=True, neuron2=100, neuron1=100, use_svm=False",0.8790322510946181
1,ANN,"neuron2=200, model=1, learning_rate=decrease, use_transfer_learning=True, neuron1=100, layers=3, use_svm=True",0.6451612903225806
1,ANN,"neuron2=200, model=1, learning_rate=decrease, use_transfer_learning=True, neuron1=100, layers=3, use_svm=False",0.6451612771038086
1,ANN,"learning_rate=clr, neuron2=200, model=1, use_transfer_learning=True, neuron1=100, layers=3, use_svm=True",0.689516129032258
1,ANN,"learning_rate=clr, neuron2=200, model=1, use_transfer_learning=True, neuron1=100, layers=3, use_svm=False",0.6451612771038086
1,ANN,"neuron2=200, model=1, learning_rate=decrease, use_transfer_learning=True, neuron1=100, layers=6, use_svm=True",0.6451612903225806
1,ANN,"neuron2=200, model=1, learning_rate=decrease, use_transfer_learning=True, neuron1=100, layers=6, use_svm=False",0.6451612771038086
1,ANN,"learning_rate=clr, neuron2=200, model=1, use_transfer_learning=True, neuron1=100, layers=6, use_svm=True",0.8185483870967741
1,ANN,"learning_rate=clr, neuron2=200, model=1, use_transfer_learning=True, neuron1=100, layers=6, use_svm=False",0.7983870929287327
1,ANN,"layers=8, neuron2=200, model=1, learning_rate=decrease, use_transfer_learning=True, neuron1=100, use_svm=True",0.6451612903225806
1,ANN,"layers=8, neuron2=200, model=1, learning_rate=decrease, use_transfer_learning=True, neuron1=100, use_svm=False",0.6451612771038086
1,ANN,"layers=8, learning_rate=clr, neuron2=200, model=1, use_transfer_learning=True, neuron1=100, use_svm=True",0.8669354838709677
1,ANN,"layers=8, learning_rate=clr, neuron2=200, model=1, use_transfer_learning=True, neuron1=100, use_svm=False",0.8588709703856899
1,ANN,"model=1, learning_rate=decrease, use_transfer_learning=True, neuron2=100, layers=3, use_svm=True, neuron1=128",0.6451612903225806
1,ANN,"model=1, learning_rate=decrease, use_transfer_learning=True, neuron2=100, layers=3, neuron1=128, use_svm=False",0.6451612771038086
1,ANN,"learning_rate=clr, model=1, use_transfer_learning=True, neuron2=100, layers=3, use_svm=True, neuron1=128",0.7137096774193549
1,ANN,"learning_rate=clr, model=1, use_transfer_learning=True, neuron2=100, layers=3, neuron1=128, use_svm=False",0.6451612771038086
1,ANN,"model=1, learning_rate=decrease, use_transfer_learning=True, neuron2=100, layers=6, use_svm=True, neuron1=128",0.6451612903225806
1,ANN,"model=1, learning_rate=decrease, use_transfer_learning=True, neuron2=100, layers=6, neuron1=128, use_svm=False",0.6451612771038086
1,ANN,"learning_rate=clr, model=1, use_transfer_learning=True, neuron2=100, layers=6, use_svm=True, neuron1=128",0.8145161290322581
1,ANN,"learning_rate=clr, model=1, use_transfer_learning=True, neuron2=100, layers=6, neuron1=128, use_svm=False",0.8024193490705183
1,ANN,"layers=8, model=1, learning_rate=decrease, use_transfer_learning=True, neuron2=100, use_svm=True, neuron1=128",0.6451612903225806
1,ANN,"layers=8, model=1, learning_rate=decrease, use_transfer_learning=True, neuron2=100, neuron1=128, use_svm=False",0.6451612771038086
1,ANN,"layers=8, learning_rate=clr, model=1, use_transfer_learning=True, neuron2=100, use_svm=True, neuron1=128",0.8669354838709676
1,ANN,"layers=8, learning_rate=clr, model=1, use_transfer_learning=True, neuron2=100, neuron1=128, use_svm=False",0.8508064698788428
1,ANN,"neuron2=200, model=1, learning_rate=decrease, use_transfer_learning=True, layers=3, use_svm=True, neuron1=128",0.6451612903225806
1,ANN,"neuron2=200, model=1, learning_rate=decrease, use_transfer_learning=True, layers=3, neuron1=128, use_svm=False",0.6451612771038086
1,ANN,"learning_rate=clr, neuron2=200, model=1, use_transfer_learning=True, layers=3, use_svm=True, neuron1=128",0.7096774193548387
1,ANN,"learning_rate=clr, neuron2=200, model=1, use_transfer_learning=True, layers=3, neuron1=128, use_svm=False",0.6451612771038086
