Evaluation,Model,Parameter,Accuracy
1,SVM,"coef0=0, kernel=rbf, degree=2, gamma=1e-09, C=0.01",0.6451612903225806
1,SVM,"coef0=0, kernel=rbf, degree=2, gamma=1e-08, C=0.01",0.6451612903225806
1,SVM,"coef0=0, kernel=rbf, degree=2, gamma=1e-07, C=0.01",0.6451612903225806
1,SVM,"coef0=0, kernel=rbf, degree=2, gamma=1e-06, C=0.01",0.6451612903225806
1,SVM,"coef0=0, kernel=rbf, degree=2, gamma=1e-05, C=0.01",0.6451612903225806
1,SVM,"coef0=0, kernel=rbf, degree=2, C=0.01, gamma=0.0001",0.6451612903225806
1,SVM,"coef0=0, kernel=rbf, degree=2, gamma=0.001, C=0.01",0.6451612903225806
1,SVM,"coef0=0, kernel=rbf, degree=2, gamma=0.01, C=0.01",0.6451612903225806
1,SVM,"coef0=0, kernel=rbf, degree=2, C=0.01, gamma=0.1",0.6451612903225806
1,SVM,"coef0=0, kernel=rbf, degree=2, gamma=1.0, C=0.01",0.6451612903225806
1,SVM,"coef0=0, kernel=rbf, degree=2, gamma=10.0, C=0.01",0.6451612903225806
1,SVM,"coef0=0, kernel=rbf, degree=2, gamma=100.0, C=0.01",0.6451612903225806
1,SVM,"coef0=0, kernel=rbf, degree=2, gamma=1000.0, C=0.01",0.6451612903225806
1,SVM,"coef0=0, kernel=rbf, C=0.1, degree=2, gamma=1e-09",0.6451612903225806
1,SVM,"coef0=0, kernel=rbf, C=0.1, degree=2, gamma=1e-08",0.6451612903225806
1,SVM,"coef0=0, kernel=rbf, C=0.1, degree=2, gamma=1e-07",0.6451612903225806
1,SVM,"coef0=0, kernel=rbf, C=0.1, degree=2, gamma=1e-06",0.6451612903225806
1,SVM,"coef0=0, kernel=rbf, C=0.1, degree=2, gamma=1e-05",0.6451612903225806
1,SVM,"coef0=0, kernel=rbf, C=0.1, degree=2, gamma=0.0001",0.6451612903225806
1,SVM,"coef0=0, kernel=rbf, C=0.1, degree=2, gamma=0.001",0.6451612903225806
1,SVM,"coef0=0, kernel=rbf, C=0.1, degree=2, gamma=0.01",0.6451612903225806
1,SVM,"coef0=0, kernel=rbf, C=0.1, degree=2, gamma=0.1",0.6451612903225806
1,SVM,"coef0=0, kernel=rbf, C=0.1, degree=2, gamma=1.0",0.6451612903225806
1,SVM,"coef0=0, kernel=rbf, C=0.1, degree=2, gamma=10.0",0.6451612903225806
1,SVM,"coef0=0, kernel=rbf, C=0.1, degree=2, gamma=100.0",0.6451612903225806
1,SVM,"coef0=0, kernel=rbf, C=0.1, degree=2, gamma=1000.0",0.6451612903225806
