Evaluation,Model,Parameter,Accuracy
1,SVM,"coef0=0, kernel=rbf, degree=2, C=0.01, gamma=1e-09",0.6451612903225806
1,SVM,"coef0=0, gamma=1e-08, kernel=rbf, degree=2, C=0.01",0.6451612903225806
1,SVM,"coef0=0, gamma=1e-07, kernel=rbf, degree=2, C=0.01",0.6451612903225806
1,SVM,"coef0=0, gamma=1e-06, kernel=rbf, degree=2, C=0.01",0.6451612903225806
1,SVM,"coef0=0, gamma=1e-05, kernel=rbf, degree=2, C=0.01",0.6451612903225806
1,SVM,"coef0=0, kernel=rbf, degree=2, C=0.01, gamma=0.0001",0.6451612903225806
1,SVM,"coef0=0, gamma=0.001, kernel=rbf, degree=2, C=0.01",0.6451612903225806
1,SVM,"coef0=0, kernel=rbf, degree=2, C=0.01, gamma=0.01",0.6451612903225806
1,SVM,"coef0=0, kernel=rbf, degree=2, C=0.01, gamma=0.1",0.6451612903225806
1,SVM,"coef0=0, kernel=rbf, degree=2, C=0.01, gamma=1.0",0.6451612903225806
1,SVM,"coef0=0, kernel=rbf, degree=2, C=0.01, gamma=10.0",0.6451612903225806
1,SVM,"coef0=0, kernel=rbf, degree=2, C=0.01, gamma=100.0",0.6451612903225806
1,SVM,"coef0=0, kernel=rbf, degree=2, C=0.01, gamma=1000.0",0.6451612903225806
1,SVM,"C=0.1, coef0=0, kernel=rbf, degree=2, gamma=1e-09",0.6451612903225806
1,SVM,"C=0.1, coef0=0, gamma=1e-08, kernel=rbf, degree=2",0.6451612903225806
1,SVM,"C=0.1, coef0=0, gamma=1e-07, kernel=rbf, degree=2",0.6451612903225806
1,SVM,"C=0.1, coef0=0, gamma=1e-06, kernel=rbf, degree=2",0.6451612903225806
1,SVM,"C=0.1, coef0=0, gamma=1e-05, kernel=rbf, degree=2",0.6451612903225806
1,SVM,"C=0.1, coef0=0, kernel=rbf, degree=2, gamma=0.0001",0.6451612903225806
1,SVM,"C=0.1, coef0=0, gamma=0.001, kernel=rbf, degree=2",0.6451612903225806
1,SVM,"C=0.1, coef0=0, kernel=rbf, degree=2, gamma=0.01",0.6451612903225806
1,SVM,"C=0.1, coef0=0, kernel=rbf, degree=2, gamma=0.1",0.6451612903225806
1,SVM,"C=0.1, coef0=0, kernel=rbf, degree=2, gamma=1.0",0.6451612903225806
1,SVM,"C=0.1, coef0=0, kernel=rbf, degree=2, gamma=10.0",0.6451612903225806
1,SVM,"C=0.1, coef0=0, kernel=rbf, degree=2, gamma=100.0",0.6451612903225806
1,SVM,"C=0.1, coef0=0, kernel=rbf, degree=2, gamma=1000.0",0.6451612903225806
1,SVM,"coef0=0, kernel=rbf, degree=2, C=1.0, gamma=1e-09",0.6451612903225806
1,SVM,"coef0=0, gamma=1e-08, kernel=rbf, degree=2, C=1.0",0.6451612903225806
1,SVM,"coef0=0, gamma=1e-07, kernel=rbf, degree=2, C=1.0",0.6451612903225806
1,SVM,"coef0=0, gamma=1e-06, kernel=rbf, degree=2, C=1.0",0.6451612903225806
1,SVM,"coef0=0, gamma=1e-05, kernel=rbf, degree=2, C=1.0",0.6451612903225806
1,SVM,"coef0=0, kernel=rbf, degree=2, gamma=0.0001, C=1.0",0.6451612903225806
1,SVM,"coef0=0, gamma=0.001, kernel=rbf, degree=2, C=1.0",0.6451612903225806
1,SVM,"coef0=0, kernel=rbf, degree=2, C=1.0, gamma=0.01",0.6451612903225806
1,SVM,"coef0=0, kernel=rbf, degree=2, gamma=0.1, C=1.0",0.6451612903225806
1,SVM,"coef0=0, kernel=rbf, degree=2, C=1.0, gamma=1.0",0.6451612903225806
1,SVM,"coef0=0, kernel=rbf, degree=2, C=1.0, gamma=10.0",0.6451612903225806
1,SVM,"coef0=0, kernel=rbf, degree=2, C=1.0, gamma=100.0",0.6451612903225806
1,SVM,"coef0=0, kernel=rbf, degree=2, C=1.0, gamma=1000.0",0.6451612903225806
1,SVM,"coef0=0, kernel=rbf, degree=2, C=10.0, gamma=1e-09",0.6451612903225806
1,SVM,"coef0=0, gamma=1e-08, kernel=rbf, degree=2, C=10.0",0.6451612903225806
1,SVM,"coef0=0, gamma=1e-07, kernel=rbf, degree=2, C=10.0",0.6451612903225806
