Evaluation,Model,Parameter,Accuracy
1,SVM,"C=1.0, coef0=0.0, degree=3, kernel=rbf, gamma=scale",0.8024193548387097
1,SVM,"C=1.0, coef0=0.5, degree=3, kernel=rbf, gamma=scale",0.8024193548387097
1,SVM,"degree=5, C=1.0, coef0=0.0, kernel=rbf, gamma=scale",0.8024193548387097
1,SVM,"degree=5, C=1.0, coef0=0.5, kernel=rbf, gamma=scale",0.8024193548387097
1,SVM,"C=1.0, coef0=0.0, degree=3, kernel=rbf, gamma=auto",0.6451612903225805
1,SVM,"C=1.0, coef0=0.5, degree=3, kernel=rbf, gamma=auto",0.6451612903225805
1,SVM,"degree=5, C=1.0, coef0=0.0, kernel=rbf, gamma=auto",0.6451612903225805
1,SVM,"degree=5, C=1.0, coef0=0.5, kernel=rbf, gamma=auto",0.6451612903225805
1,SVM,"C=10, coef0=0.0, degree=3, kernel=rbf, gamma=scale",0.810483870967742
1,SVM,"C=10, coef0=0.5, degree=3, kernel=rbf, gamma=scale",0.810483870967742
1,SVM,"degree=5, C=10, coef0=0.0, kernel=rbf, gamma=scale",0.810483870967742
1,SVM,"degree=5, C=10, coef0=0.5, kernel=rbf, gamma=scale",0.810483870967742
1,SVM,"C=10, coef0=0.0, degree=3, kernel=rbf, gamma=auto",0.6451612903225805
1,SVM,"C=10, coef0=0.5, degree=3, kernel=rbf, gamma=auto",0.6451612903225805
1,SVM,"degree=5, C=10, coef0=0.0, kernel=rbf, gamma=auto",0.6451612903225805
1,SVM,"degree=5, C=10, coef0=0.5, kernel=rbf, gamma=auto",0.6451612903225805
1,SVM,"C=1.0, coef0=0.0, degree=3, gamma=scale, kernel=linear",0.6451612903225805
1,SVM,"C=1.0, coef0=0.5, degree=3, gamma=scale, kernel=linear",0.6451612903225805
1,SVM,"degree=5, C=1.0, coef0=0.0, gamma=scale, kernel=linear",0.6451612903225805
1,SVM,"degree=5, C=1.0, coef0=0.5, gamma=scale, kernel=linear",0.6451612903225805
1,SVM,"C=1.0, coef0=0.0, degree=3, gamma=auto, kernel=linear",0.6451612903225805
1,SVM,"C=1.0, coef0=0.5, degree=3, gamma=auto, kernel=linear",0.6451612903225805
1,SVM,"degree=5, C=1.0, coef0=0.0, gamma=auto, kernel=linear",0.6451612903225805
1,SVM,"degree=5, C=1.0, coef0=0.5, gamma=auto, kernel=linear",0.6451612903225805
1,SVM,"C=10, coef0=0.0, degree=3, gamma=scale, kernel=linear",0.6451612903225805
1,SVM,"C=10, coef0=0.5, degree=3, gamma=scale, kernel=linear",0.6451612903225805
1,SVM,"degree=5, C=10, coef0=0.0, gamma=scale, kernel=linear",0.6451612903225805
1,SVM,"degree=5, C=10, coef0=0.5, gamma=scale, kernel=linear",0.6451612903225805
1,SVM,"C=10, coef0=0.0, degree=3, gamma=auto, kernel=linear",0.6451612903225805
1,SVM,"C=10, coef0=0.5, degree=3, gamma=auto, kernel=linear",0.6451612903225805
1,SVM,"degree=5, C=10, coef0=0.0, gamma=auto, kernel=linear",0.6451612903225805
1,SVM,"degree=5, C=10, coef0=0.5, gamma=auto, kernel=linear",0.6451612903225805
1,ANN,"neuron1=60, neuron2=100, learning_rate=decrease, layers=6",0.8185483909422351
