Evaluation,Model,Parameter,Accuracy
2,ANN,"layers=6, neurons2=100, learning_rate=decrease, neurons1=50",0.8266129094746805
2,ANN,"layers=6, neurons2=100, learning_rate=clr, neurons1=50",0.8669354826692611
2,ANN,"neurons2=150, learning_rate=decrease, layers=4, neurons1=50",0.8225806415561707
2,ANN,"neurons2=150, layers=4, learning_rate=clr, neurons1=50",0.8588709703856899
2,ANN,"neurons2=150, learning_rate=decrease, layers=6, neurons1=50",0.8225806533328948
2,ANN,"neurons2=150, layers=6, learning_rate=clr, neurons1=50",0.866935470892537
2,ANN,"learning_rate=decrease, layers=4, neurons1=50, neurons2=200",0.7983870929287324
2,ANN,"learning_rate=clr, layers=4, neurons1=50, neurons2=200",0.8709677388110467
2,ANN,"layers=6, learning_rate=decrease, neurons1=50, neurons2=200",0.8266128976979563
2,ANN,"layers=6, learning_rate=clr, neurons1=50, neurons2=200",0.8588709586089657
2,ANN,"neurons2=50, learning_rate=decrease, neurons1=60, layers=4",0.8306451773931903
2,ANN,"learning_rate=clr, neurons2=50, neurons1=60, layers=4",0.8669354826692611
2,ANN,"layers=6, neurons2=50, learning_rate=decrease, neurons1=60",0.8225806533328949
2,ANN,"layers=6, neurons2=50, learning_rate=clr, neurons1=60",0.8629032265274755
2,ANN,"neurons2=100, learning_rate=decrease, neurons1=60, layers=4",0.8548387142439042
2,ANN,"learning_rate=clr, neurons2=100, neurons1=60, layers=4",0.8669354826692611
2,ANN,"layers=6, neurons2=100, learning_rate=decrease, neurons1=60",0.8145161292725994
2,ANN,"layers=6, neurons2=100, learning_rate=clr, neurons1=60",0.8588709586089657
2,ANN,"neurons2=150, learning_rate=decrease, neurons1=60, layers=4",0.8266129094746805
2,ANN,"neurons2=150, learning_rate=clr, neurons1=60, layers=4",0.8588709703856898
2,ANN,"neurons2=150, learning_rate=decrease, layers=6, neurons1=60",0.818548385414385
2,ANN,"neurons2=150, layers=6, neurons1=60, learning_rate=clr",0.8629032265274755
2,ANN,"learning_rate=decrease, neurons1=60, layers=4, neurons2=200",0.8427419458185472
2,ANN,"learning_rate=clr, neurons1=60, layers=4, neurons2=200",0.8548387142439041
2,ANN,"layers=6, learning_rate=decrease, neurons1=60, neurons2=200",0.8266128976979563
2,ANN,"layers=6, learning_rate=clr, neurons1=60, neurons2=200",0.870967750587771
2,ANN,"neurons2=50, neurons1=70, layers=4, learning_rate=decrease",0.8306451656164662
2,ANN,"learning_rate=clr, neurons2=50, neurons1=70, layers=4",0.8629032265274754
2,ANN,"layers=6, neurons2=50, neurons1=70, learning_rate=decrease",0.8346774335349759
2,ANN,"layers=6, neurons2=50, neurons1=70, learning_rate=clr",0.8548387142439042
2,ANN,"neurons2=100, neurons1=70, layers=4, learning_rate=decrease",0.8104838731308137
2,ANN,"learning_rate=clr, neurons2=100, neurons1=70, layers=4",0.8508064581021185
2,ANN,"layers=6, neurons2=100, neurons1=70, learning_rate=decrease",0.8185483971911092
2,ANN,"layers=6, neurons2=100, neurons1=70, learning_rate=clr",0.8588709586089657
2,ANN,"neurons2=150, neurons1=70, layers=4, learning_rate=decrease",0.8467742019603329
2,ANN,"neurons2=150, neurons1=70, learning_rate=clr, layers=4",0.8588709703856898
2,ANN,"neurons2=150, neurons1=70, layers=6, learning_rate=decrease",0.8225806533328949
2,ANN,"neurons2=150, neurons1=70, layers=6, learning_rate=clr",0.8629032265274754
2,ANN,"learning_rate=decrease, neurons1=70, layers=4, neurons2=200",0.8104838731308137
2,ANN,"learning_rate=clr, neurons1=70, layers=4, neurons2=200",0.8709677388110468
2,ANN,"layers=6, learning_rate=decrease, neurons1=70, neurons2=200",0.7903225924218855
2,ANN,"layers=6, neurons1=70, learning_rate=clr, neurons2=200",0.8669354826692611
3,ANN,"neurons2=50, learning_rate=decrease, layers=4, neurons1=50",0.8069620275799232
3,ANN,"learning_rate=clr, neurons2=50, layers=4, neurons1=50",0.8639240453514871
3,ANN,"layers=6, neurons2=50, learning_rate=decrease, neurons1=50",0.8259493746334994
3,ANN,"layers=6, neurons2=50, learning_rate=clr, neurons1=50",0.8607594914074186
3,ANN,"neurons2=100, learning_rate=decrease, layers=4, neurons1=50",0.8386075904097738
3,ANN,"learning_rate=clr, neurons2=100, layers=4, neurons1=50",0.8670886109901379
3,ANN,"layers=6, neurons2=100, learning_rate=decrease, neurons1=50",0.8164556894121291
3,ANN,"layers=6, neurons2=100, learning_rate=clr, neurons1=50",0.8575949257687677
3,ANN,"neurons2=150, learning_rate=decrease, layers=4, neurons1=50",0.8069620275799232
3,ANN,"neurons2=150, layers=4, learning_rate=clr, neurons1=50",0.8449366982979111
3,ANN,"neurons2=150, learning_rate=decrease, layers=6, neurons1=50",0.8132911354680605
3,ANN,"neurons2=150, layers=6, learning_rate=clr, neurons1=50",0.8544303835192812
3,ANN,"learning_rate=decrease, layers=4, neurons1=50, neurons2=200",0.8227848206894307
3,ANN,"learning_rate=clr, layers=4, neurons1=50, neurons2=200",0.8544303835192812
3,ANN,"layers=6, learning_rate=decrease, neurons1=50, neurons2=200",0.8259493746334994
3,ANN,"layers=6, learning_rate=clr, neurons1=50, neurons2=200",0.8607594914074186
3,ANN,"neurons2=50, learning_rate=decrease, neurons1=60, layers=4",0.8132911354680605
3,ANN,"learning_rate=clr, neurons2=50, neurons1=60, layers=4",0.8512658178806306
3,ANN,"layers=6, neurons2=50, learning_rate=decrease, neurons1=60",0.81962025505078
3,ANN,"layers=6, neurons2=50, learning_rate=clr, neurons1=60",0.8544303835192814
3,ANN,"neurons2=100, learning_rate=decrease, neurons1=60, layers=4",0.8227848089948484
3,ANN,"learning_rate=clr, neurons2=100, neurons1=60, layers=4",0.8575949257687677
3,ANN,"layers=6, neurons2=100, learning_rate=decrease, neurons1=60",0.8037974853304367
3,ANN,"layers=6, neurons2=100, learning_rate=clr, neurons1=60",0.8544303835192812
3,ANN,"neurons2=150, learning_rate=decrease, neurons1=60, layers=4",0.8259493629389172
3,ANN,"neurons2=150, learning_rate=clr, neurons1=60, layers=4",0.8575949374633499
3,ANN,"neurons2=150, learning_rate=decrease, layers=6, neurons1=60",0.8196202550507798
3,ANN,"neurons2=150, layers=6, neurons1=60, learning_rate=clr",0.8670885992955558
3,ANN,"learning_rate=decrease, neurons1=60, layers=4, neurons2=200",0.8291139168829859
3,ANN,"learning_rate=clr, neurons1=60, layers=4, neurons2=200",0.8639240336569051
3,ANN,"layers=6, learning_rate=decrease, neurons1=60, neurons2=200",0.8291139168829859
3,ANN,"layers=6, learning_rate=clr, neurons1=60, neurons2=200",0.8607594797128363
3,ANN,"neurons2=50, neurons1=70, layers=4, learning_rate=decrease",0.8101265815239919
3,ANN,"learning_rate=clr, neurons2=50, neurons1=70, layers=4",0.8702531532396244
3,ANN,"layers=6, neurons2=50, neurons1=70, learning_rate=decrease",0.8322784825216366
3,ANN,"layers=6, neurons2=50, neurons1=70, learning_rate=clr",0.8639240453514873
3,ANN,"neurons2=100, neurons1=70, layers=4, learning_rate=decrease",0.8481012639365619
3,ANN,"learning_rate=clr, neurons2=100, neurons1=70, layers=4",0.8417721560484246
3,ANN,"layers=6, neurons2=100, neurons1=70, learning_rate=decrease",0.8196202433561978
3,ANN,"layers=6, neurons2=100, neurons1=70, learning_rate=clr",0.8481012639365619
3,ANN,"neurons2=150, neurons1=70, layers=4, learning_rate=decrease",0.8322784825216365
3,ANN,"neurons2=150, neurons1=70, learning_rate=clr, layers=4",0.8544303835192815
3,ANN,"neurons2=150, neurons1=70, layers=6, learning_rate=decrease",0.8132911354680604
3,ANN,"neurons2=150, neurons1=70, layers=6, learning_rate=clr",0.8512658295752127
3,ANN,"learning_rate=decrease, neurons1=70, layers=4, neurons2=200",0.8101265698294096
3,ANN,"learning_rate=clr, neurons1=70, layers=4, neurons2=200",0.8797468501555767
3,ANN,"layers=6, learning_rate=decrease, neurons1=70, neurons2=200",0.8227848089948485
3,ANN,"layers=6, neurons1=70, learning_rate=clr, neurons2=200",0.8512658061860483
4,ANN,"neurons2=50, learning_rate=decrease, layers=4, neurons1=50",0.8184931576251984
4,ANN,"learning_rate=clr, neurons2=50, layers=4, neurons1=50",0.8458904207569278
4,ANN,"layers=6, neurons2=50, learning_rate=decrease, neurons1=50",0.8082191854307097
4,ANN,"layers=6, neurons2=50, learning_rate=clr, neurons1=50",0.8493150623693858
4,ANN,"neurons2=100, learning_rate=decrease, layers=4, neurons1=50",0.8219178110769351
4,ANN,"learning_rate=clr, neurons2=100, layers=4, neurons1=50",0.86301369985489
4,ANN,"layers=6, neurons2=100, learning_rate=decrease, neurons1=50",0.8184931576251984
4,ANN,"layers=6, neurons2=100, learning_rate=clr, neurons1=50",0.8527397276604014
4,ANN,"neurons2=150, learning_rate=decrease, layers=4, neurons1=50",0.8424657554659125
4,ANN,"neurons2=150, layers=4, learning_rate=clr, neurons1=50",0.8595890582424321
4,ANN,"neurons2=150, learning_rate=decrease, layers=6, neurons1=50",0.815068492334183
4,ANN,"neurons2=150, layers=6, learning_rate=clr, neurons1=50",0.8527397276604013
4,ANN,"learning_rate=decrease, layers=4, neurons1=50, neurons2=200",0.8116438388824463
4,ANN,"learning_rate=clr, layers=4, neurons1=50, neurons2=200",0.8458904089176491
4,ANN,"layers=6, learning_rate=decrease, neurons1=50, neurons2=200",0.8390411020141759
4,ANN,"layers=6, learning_rate=clr, neurons1=50, neurons2=200",0.8424657554659125
4,ANN,"neurons2=50, learning_rate=decrease, neurons1=60, layers=4",0.8219178229162137
4,ANN,"learning_rate=clr, neurons2=50, neurons1=60, layers=4",0.8390411020141758
4,ANN,"layers=6, neurons2=50, learning_rate=decrease, neurons1=60",0.8116438388824463
4,ANN,"layers=6, neurons2=50, learning_rate=clr, neurons1=60",0.8390411020141758
4,ANN,"neurons2=100, learning_rate=decrease, neurons1=60, layers=4",0.8219178229162137
4,ANN,"learning_rate=clr, neurons2=100, neurons1=60, layers=4",0.8527397276604012
4,ANN,"layers=6, neurons2=100, learning_rate=decrease, neurons1=60",0.8253424526893929
4,ANN,"layers=6, neurons2=100, learning_rate=clr, neurons1=60",0.8493150742086646
4,ANN,"neurons2=150, learning_rate=decrease, neurons1=60, layers=4",0.8013698666879576
4,ANN,"neurons2=150, learning_rate=clr, neurons1=60, layers=4",0.8424657554659125
4,ANN,"neurons2=150, learning_rate=decrease, layers=6, neurons1=60",0.8321917832714237
4,ANN,"neurons2=150, layers=6, neurons1=60, learning_rate=clr",0.8356164248838818
4,ANN,"learning_rate=decrease, neurons1=60, layers=4, neurons2=200",0.8184931576251984
4,ANN,"learning_rate=clr, neurons1=60, layers=4, neurons2=200",0.8493150623693859
4,ANN,"layers=6, learning_rate=decrease, neurons1=60, neurons2=200",0.8321917832714238
4,ANN,"layers=6, learning_rate=clr, neurons1=60, neurons2=200",0.8390411020141759
4,ANN,"neurons2=50, neurons1=70, layers=4, learning_rate=decrease",0.8458904207569279
4,ANN,"learning_rate=clr, neurons2=50, neurons1=70, layers=4",0.8424657673051912
4,ANN,"layers=6, neurons2=50, neurons1=70, learning_rate=decrease",0.8356164367231604
4,ANN,"layers=6, neurons2=50, neurons1=70, learning_rate=clr",0.8561643811121379
4,ANN,"neurons2=100, neurons1=70, layers=4, learning_rate=decrease",0.8116438388824463
4,ANN,"learning_rate=clr, neurons2=100, neurons1=70, layers=4",0.8458904089176491
4,ANN,"layers=6, neurons2=100, neurons1=70, learning_rate=decrease",0.8013698666879576
4,ANN,"layers=6, neurons2=100, neurons1=70, learning_rate=clr",0.8424657554659125
4,ANN,"neurons2=150, neurons1=70, layers=4, learning_rate=decrease",0.8287671298196871
4,ANN,"neurons2=150, neurons1=70, learning_rate=clr, layers=4",0.8424657554659125
4,ANN,"neurons2=150, neurons1=70, layers=6, learning_rate=decrease",0.8253424645286718
4,ANN,"neurons2=150, neurons1=70, layers=6, learning_rate=clr",0.8493150742086646
4,ANN,"learning_rate=decrease, neurons1=70, layers=4, neurons2=200",0.8424657673051912
4,ANN,"learning_rate=clr, neurons1=70, layers=4, neurons2=200",0.8458904207569279
4,ANN,"layers=6, learning_rate=decrease, neurons1=70, neurons2=200",0.8287671179804084
4,ANN,"layers=6, neurons1=70, learning_rate=clr, neurons2=200",0.832191771432145
5,ANN,"neurons2=50, learning_rate=decrease, layers=4, neurons1=50",0.7782258122198044
5,ANN,"learning_rate=clr, neurons2=50, layers=4, neurons1=50",0.8387096779000374
5,ANN,"layers=6, neurons2=50, learning_rate=decrease, neurons1=50",0.8104838731308137
5,ANN,"layers=6, neurons2=50, learning_rate=clr, neurons1=50",0.8427419340418231
5,ANN,"neurons2=100, learning_rate=decrease, layers=4, neurons1=50",0.8064516169890281
5,ANN,"learning_rate=clr, neurons2=100, layers=4, neurons1=50",0.8508064463253944
5,ANN,"layers=6, neurons2=100, learning_rate=decrease, neurons1=50",0.8024193608472424
5,ANN,"layers=6, neurons2=100, learning_rate=clr, neurons1=50",0.8427419458185473
5,ANN,"neurons2=150, learning_rate=decrease, layers=4, neurons1=50",0.7983871047054567
5,ANN,"neurons2=150, layers=4, learning_rate=clr, neurons1=50",0.8508064581021185
5,ANN,"neurons2=150, learning_rate=decrease, layers=6, neurons1=50",0.8225806415561707
5,ANN,"neurons2=150, layers=6, learning_rate=clr, neurons1=50",0.8427419340418231
5,ANN,"learning_rate=decrease, layers=4, neurons1=50, neurons2=200",0.8024193608472424
5,ANN,"learning_rate=clr, layers=4, neurons1=50, neurons2=200",0.8548387142439043
5,ANN,"layers=6, learning_rate=decrease, neurons1=50, neurons2=200",0.8266129094746805
5,ANN,"layers=6, learning_rate=clr, neurons1=50, neurons2=200",0.8427419340418231
5,ANN,"neurons2=50, learning_rate=decrease, neurons1=60, layers=4",0.8306451538397419
5,ANN,"learning_rate=clr, neurons2=50, neurons1=60, layers=4",0.8467741901836088
5,ANN,"layers=6, neurons2=50, learning_rate=decrease, neurons1=60",0.7983871047054567
5,ANN,"layers=6, neurons2=50, learning_rate=clr, neurons1=60",0.8508064463253944
5,ANN,"neurons2=100, learning_rate=decrease, neurons1=60, layers=4",0.7903225924218855
5,ANN,"learning_rate=clr, neurons2=100, neurons1=60, layers=4",0.8467742019603329
5,ANN,"layers=6, neurons2=100, learning_rate=decrease, neurons1=60",0.8145161174958752
5,ANN,"layers=6, neurons2=100, learning_rate=clr, neurons1=60",0.8629032383041997
5,ANN,"neurons2=150, learning_rate=decrease, neurons1=60, layers=4",0.8024193608472423
5,ANN,"neurons2=150, learning_rate=clr, neurons1=60, layers=4",0.8467741901836088
5,ANN,"neurons2=150, learning_rate=decrease, layers=6, neurons1=60",0.8427419458185472
5,ANN,"neurons2=150, layers=6, neurons1=60, learning_rate=clr",0.8467741901836087
5,ANN,"learning_rate=decrease, neurons1=60, layers=4, neurons2=200",0.8064516169890281
5,ANN,"learning_rate=clr, neurons1=60, layers=4, neurons2=200",0.8387096779000374
5,ANN,"layers=6, learning_rate=decrease, neurons1=60, neurons2=200",0.8104838731308137
5,ANN,"layers=6, learning_rate=clr, neurons1=60, neurons2=200",0.8467742019603329
5,ANN,"neurons2=50, neurons1=70, layers=4, learning_rate=decrease",0.806451605212304
5,ANN,"learning_rate=clr, neurons2=50, neurons1=70, layers=4",0.8427419458185473
5,ANN,"layers=6, neurons2=50, neurons1=70, learning_rate=decrease",0.8225806415561707
5,ANN,"layers=6, neurons2=50, neurons1=70, learning_rate=clr",0.8427419340418231
5,ANN,"neurons2=100, neurons1=70, layers=4, learning_rate=decrease",0.818548385414385
5,ANN,"learning_rate=clr, neurons2=100, neurons1=70, layers=4",0.8588709703856898
5,ANN,"layers=6, neurons2=100, neurons1=70, learning_rate=decrease",0.7862903245033757
5,ANN,"layers=6, neurons2=100, neurons1=70, learning_rate=clr",0.8387096779000375
5,ANN,"neurons2=150, neurons1=70, layers=4, learning_rate=decrease",0.8104838613540895
5,ANN,"neurons2=150, neurons1=70, learning_rate=clr, layers=4",0.8629032265274755
5,ANN,"neurons2=150, neurons1=70, layers=6, learning_rate=decrease",0.8266129094746805
5,ANN,"neurons2=150, neurons1=70, layers=6, learning_rate=clr",0.8467742019603329
5,ANN,"learning_rate=decrease, neurons1=70, layers=4, neurons2=200",0.8024193726239666
5,ANN,"learning_rate=clr, neurons1=70, layers=4, neurons2=200",0.8508064345486701
5,ANN,"layers=6, learning_rate=decrease, neurons1=70, neurons2=200",0.8266129094746805
5,ANN,"layers=6, neurons1=70, learning_rate=clr, neurons2=200",0.8508064581021185
